,CAS,NAME,SMILE
974,['465-74-7'],"(1S,2R,4aS,6aR,6aR,6bR,8aR,10S,12aR,14bS)-10-hydroxy-1,2,6b,9,9,12a-hexamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-4a,6a-dicarboxylic acid",C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C(=O)O)C(=O)O
975,['465-99-6'],"(4aS,6aR,6aS,6bR,8aR,9R,10S,12aR,14bS)-10-hydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",C[C@]12CC[C@@H]([C@@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)CO)O
976,['466-81-9'],"(1S,16R)-16-methoxy-5-oxa-10-azatetracyclo[8.7.0.01,13.02,7]heptadeca-2(7),12,14-trien-4-one",CO[C@@H]1C[C@]23C4=C(CCN2CC=C3C=C1)COC(=O)C4
977,['467-55-0'],"(1R,2S,4S,5'R,6R,7S,8R,9S,12S,13S,16S,18S)-16-hydroxy-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosane-6,2'-oxane]-10-one",C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(C(=O)C[C@H]5[C@H]4CC[C@@H]6[C@@]5(CC[C@@H](C6)O)C)C)C)OC1
978,['467-90-3'],"3,3-diethyl-5-methyl-1H-pyridine-2,4-dione",CCC1(C(=O)C(=CNC1=O)C)CC
979,['468-28-0'],"3,5-dihydroxy-2-(3-methylbutanoyl)-4,6,6-tris(3-methylbut-2-enyl)cyclohexa-2,4-dien-1-one",CC(C)CC(=O)C1=C(C(=C(C(C1=O)(CC=C(C)C)CC=C(C)C)O)CC=C(C)C)O
980,['468-45-1'],"14-(hydroxymethyl)-10,16,20-trimethyl-22-azahexacyclo[12.10.0.02,11.05,10.015,23.017,22]tetracos-4-en-7-ol",CC1CCC2C(C3C(N2C1)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)CO)C
981,['468-84-8'],"(4aR,6aS,10aS,10bR)-4a,7,7,10a-tetramethyl-2,5,6,6a,8,9,10,10b-octahydro-1H-benzo[f]chromen-3-one",C[C@]12CCCC([C@@H]1CC[C@@]3([C@@H]2CCC(=O)O3)C)(C)C
982,['469-59-0'],"(3S,3'R,3'aS,6'S,6aS,6bS,7'aR,9R,11aS,11bR)-3-hydroxy-3',6',10,11b-tetramethylspiro[1,2,3,4,6,6a,6b,7,8,11a-decahydrobenzo[a]fluorene-9,2'-3a,4,5,6,7,7a-hexahydro-3H-furo[3,2-b]pyridine]-11-one",C[C@H]1C[C@@H]2[C@H]([C@H]([C@]3(O2)CC[C@H]4[C@@H]5CC=C6C[C@H](CC[C@@]6([C@H]5C(=O)C4=C3C)C)O)C)NC1
983,['469-92-1'],"(1S,5S,8S)-4,4,8-trimethyltricyclo[6.3.1.01,5]dodec-2-ene",C[C@@]12CCC[C@]3(C1)C=CC([C@@H]3CC2)(C)C
984,['470-08-6'],"(1S,2R,4R)-1,3,3-trimethylbicyclo[2.2.1]heptan-2-ol",C[C@]12CC[C@H](C1)C([C@@H]2O)(C)C
985,['470-43-9'],"[2,2-di(propan-2-yl)-1,3-dioxolan-4-yl]methanol",CC(C)C1(OCC(O1)CO)C(C)C
986,['470-44-0'],"4-hydroxy-2,5-dioxoimidazolidine-4-carboxylic acid",C1(=O)C(NC(=O)N1)(C(=O)O)O
987,['470-49-5'],"2,2-dimethyl-4-oxopentanoic acid",CC(=O)CC(C)(C)C(=O)O
988,['470-55-3'],"(2S,3R,4S,5R,6R)-2-[[(2R,3R,4S,5R,6S)-6-[[(2R,3S,4S,5R,6R)-6-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-3,4,5-trihydroxyoxan-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)OC[C@@H]3[C@H]([C@@H]([C@H]([C@H](O3)O[C@]4([C@H]([C@@H]([C@H](O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O
989,['470-99-5'],"3,5,5-trimethylcyclohex-2-en-1-ol",CC1=CC(CC(C1)(C)C)O
990,['471-04-5'],"4,4-dimethyl-6-oxoheptanoic acid",CC(=O)CC(C)(C)CCC(=O)O
991,['471-05-6'],"(2E,6E,10E)-2,6,9,9-tetramethylcycloundeca-2,6,10-trien-1-one",C/C/1=C\CC(/C=C/C(=O)/C(=C/CC1)/C)(C)C
992,['471-29-4'],2-methylguanidine,CN=C(N)N
993,['471-46-5'],oxamide,C(=O)(C(=O)N)N
994,['471-47-6'],oxamic acid,C(=O)(C(=O)O)N
995,['471-53-4'],"(2S,4aS,6aR,6aS,6bR,8aR,10S,12aS,14bR)-10-hydroxy-2,4a,6a,6b,9,9,12a-heptamethyl-13-oxo-3,4,5,6,6a,7,8,8a,10,11,12,14b-dodecahydro-1H-picene-2-carboxylic acid",C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C(=O)O
996,['471-77-2'],"(1R,4aR,4bS,10aR)-1,4a-dimethyl-7-propan-2-ylidene-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid",CC(=C1CC[C@H]2C(=C1)CC[C@@H]3[C@@]2(CCC[C@@]3(C)C(=O)O)C)C
997,['472-20-8'],"(2,6,6-trimethylcyclohexen-1-yl)methanol",CC1=C(C(CCC1)(C)C)CO
998,['472-54-8'],"(8R,9S,10R,13S,14S,17S)-17-acetyl-13-methyl-2,6,7,8,9,10,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-one",CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C
999,['472-61-7'],"(6S)-6-hydroxy-3-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-18-[(4S)-4-hydroxy-2,6,6-trimethyl-3-oxocyclohexen-1-yl]-3,7,12,16-tetramethyloctadeca-1,3,5,7,9,11,13,15,17-nonaenyl]-2,4,4-trimethylcyclohex-2-en-1-one",CC1=C(C(C[C@@H](C1=O)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C(=O)[C@H](CC2(C)C)O)C)\C)\C)/C)/C
1000,['472-66-2'],"2-(2,6,6-trimethylcyclohexen-1-yl)acetaldehyde",CC1=C(C(CCC1)(C)C)CC=O
1001,['472-70-8'],"(1R)-3,5,5-trimethyl-4-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-3,7,12,16-tetramethyl-18-(2,6,6-trimethylcyclohexen-1-yl)octadeca-1,3,5,7,9,11,13,15,17-nonaenyl]cyclohex-3-en-1-ol",CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C2=C(C[C@H](CC2(C)C)O)C)/C)/C
1002,['472-86-6'],"(2Z,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenal",CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C=O)/C)/C
1003,['472-93-5'],"2-[(1E,3E,5E,7E,9E,11E,13E,15E,17E,19E)-3,7,12,16,20,24-hexamethylpentacosa-1,3,5,7,9,11,13,15,17,19,23-undecaenyl]-1,3,3-trimethylcyclohexene",CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C=C(\C)/CCC=C(C)C)/C)/C
1004,['473-06-3'],"(1S,5R)-2,7,7-trimethylbicyclo[3.1.1]hept-2-en-6-one",CC1=CC[C@H]2C(=O)[C@@H]1C2(C)C
1005,['473-11-0'],"(3R,4aS,5R,8aR)-5,8a-dimethyl-3-propan-2-yl-2,3,4,4a,5,6,7,8-octahydro-1H-naphthalene",C[C@@H]1CCC[C@]2([C@H]1C[C@@H](CC2)C(C)C)C
1006,['473-13-2'],"(3R,4aR,8aR)-5,8a-dimethyl-3-prop-1-en-2-yl-2,3,4,4a,7,8-hexahydro-1H-naphthalene",CC1=CCC[C@]2([C@H]1C[C@@H](CC2)C(=C)C)C
1007,['473-15-4'],"2-[(2R,4aR,8aS)-4a-methyl-8-methylidene-1,2,3,4,5,6,7,8a-octahydronaphthalen-2-yl]propan-2-ol",C[C@]12CCCC(=C)[C@@H]1C[C@@H](CC2)C(C)(C)O
1008,['473-16-5'],"2-[(2R,4aR,8aR)-4a,8-dimethyl-2,3,4,5,6,8a-hexahydro-1H-naphthalen-2-yl]propan-2-ol",CC1=CCC[C@]2([C@H]1C[C@@H](CC2)C(C)(C)O)C
1009,['473-54-1'],"2,6,6-trimethylbicyclo[3.1.1]heptan-2-ol",CC1(C2CCC(C1C2)(C)O)C
1010,['473-62-1'],"(1R,2R,5S)-2,6,6-trimethylbicyclo[3.1.1]heptan-3-one",C[C@@H]1[C@H]2C[C@H](C2(C)C)CC1=O
1011,['473-72-3'],"2-(3-acetyl-2,2-dimethylcyclobutyl)acetic acid",CC(=O)C1CC(C1(C)C)CC(=O)O
1012,['473-73-4'],"3-(carboxymethyl)-2,2-dimethylcyclobutane-1-carboxylic acid",CC1(C(CC1C(=O)O)CC(=O)O)C
1013,['473-81-4'],"2,3-dihydroxypropanoic acid",C(C(C(=O)O)O)O
1014,['473-98-3'],"(1R,3aS,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-3a-(hydroxymethyl)-5a,5b,8,8,11a-pentamethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysen-9-ol",CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)CO
1015,['474-20-4'],"(5S,8R,9S,10R,13R,14S,17R)-4,4,10,13,14-pentamethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,5,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene",C[C@H](CCCC(C)C)[C@H]1CC[C@@]2([C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CCCC4(C)C)C)C)C
1016,['474-25-9'],"(4R)-4-[(3R,5S,7R,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid",C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
1017,['474-40-8'],"(3S,4S,5S,9R,10S,13R,14R,17R)-4,10,13-trimethyl-17-[(Z,2R)-5-propan-2-ylhept-5-en-2-yl]-2,3,4,5,6,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",C/C=C(/CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H]([C@H]4C)O)C)C)\C(C)C
1018,['474-62-4'],"(3S,8S,9S,10R,13R,14S,17R)-17-[(2R,5R)-5,6-dimethylheptan-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",C[C@H](CC[C@@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C
1019,['474-63-5'],"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R)-6-methyl-5-methylideneheptan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",C[C@H](CCC(=C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C
1020,['474-67-9'],"(3S,8S,9S,10R,13R,14S,17R)-17-[(E,2R,5R)-5,6-dimethylhept-3-en-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C
1021,['474-69-1'],"(3S,9R,10S,13R,14R,17R)-17-[(E,2R,5R)-5,6-dimethylhept-3-en-2-yl]-10,13-dimethyl-2,3,4,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol",C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3C2=CC=C4[C@]3(CC[C@@H](C4)O)C)C
1022,['474-77-1'],"(3R,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@H](C4)O)C)C
1023,['474-98-6'],"4,7,7-trimethyl-3-oxobicyclo[2.2.1]heptane-2-carboxylic acid",CC1(C2CCC1(C(=O)C2C(=O)O)C)C
1024,['475-08-1'],2-cyano-2-nitroacetamide,C(#N)C(C(=O)N)[N+](=O)[O-]
1025,['475-31-0'],"2-[[(4R)-4-[(3R,5S,7R,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoyl]amino]acetic acid",C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
1026,['479-22-1'],"2,5-dihydroxy-3,6-dinitrocyclohexa-2,5-diene-1,4-dione",C1(=C(C(=O)C(=C(C1=O)O)[N+](=O)[O-])O)[N+](=O)[O-]
1027,['480-54-6'],"(1R,4Z,6R,7S,17R)-4-ethylidene-7-hydroxy-7-(hydroxymethyl)-6-methyl-2,9-dioxa-14-azatricyclo[9.5.1.014,17]heptadec-11-ene-3,8-dione",C/C=C\1/C[C@H]([C@@](C(=O)OCC2=CCN3[C@H]2[C@@H](CC3)OC1=O)(CO)O)C
1028,['480-68-2'],"5-nitro-1,3-diazinane-2,4,6-trione",C1(C(=O)NC(=O)NC1=O)[N+](=O)[O-]
1029,['480-78-4'],"(1R,4Z,6R,7R,11S,17R)-4-ethylidene-7-hydroxy-6,7-dimethyl-2,9-dioxa-14-azatricyclo[9.5.1.014,17]heptadecane-3,8-dione",C/C=C\1/C[C@H]([C@@](C(=O)OC[C@H]2CCN3[C@H]2[C@@H](CC3)OC1=O)(C)O)C
1030,['480-79-5'],"(1R,4E,6R,7R,17R)-4-ethylidene-7-hydroxy-6,7-dimethyl-2,9-dioxa-14-azatricyclo[9.5.1.014,17]heptadec-11-ene-3,8-dione",C/C=C/1\C[C@H]([C@@](C(=O)OCC2=CCN3[C@H]2[C@@H](CC3)OC1=O)(C)O)C
1031,['480-81-9'],"(1R,4Z,7R,17R)-4-ethylidene-7-hydroxy-7-methyl-6-methylidene-2,9-dioxa-14-azatricyclo[9.5.1.014,17]heptadec-11-ene-3,8-dione",C/C=C\1/CC(=C)[C@@](C(=O)OCC2=CCN3[C@H]2[C@@H](CC3)OC1=O)(C)O
1032,['480-82-0'],"[(7R,8R)-7-hydroxy-5,6,7,8-tetrahydro-3H-pyrrolizin-1-yl]methyl (2R)-2-hydroxy-2-[(1S)-1-hydroxyethyl]-3-methylbutanoate",C[C@@H]([C@](C(C)C)(C(=O)OCC1=CCN2[C@H]1[C@@H](CC2)O)O)O
1033,['480-83-1'],"[(7S,8R)-7-hydroxy-5,6,7,8-tetrahydro-3H-pyrrolizin-1-yl]methyl (2S)-2-hydroxy-2-[(1S)-1-hydroxyethyl]-3-methylbutanoate",C[C@@H]([C@@](C(C)C)(C(=O)OCC1=CCN2[C@H]1[C@H](CC2)O)O)O
1034,['480-85-3'],"(1R,8R)-7-(hydroxymethyl)-2,3,5,8-tetrahydro-1H-pyrrolizin-1-ol",C1CN2CC=C([C@@H]2[C@@H]1O)CO
1035,['481-06-1'],"(3S,3aS,5aS,9bS)-3,5a,9-trimethyl-3a,4,5,9b-tetrahydro-3H-benzo[g][1]benzofuran-2,8-dione",C[C@H]1[C@@H]2CC[C@]3(C=CC(=O)C(=C3[C@H]2OC1=O)C)C
1036,['481-17-4'],"(3S,5S,9R,10S,13R,14R,17R)-17-[(E,2R,5R)-5-ethyl-6-methylhept-3-en-2-yl]-10,13-dimethyl-2,3,4,5,6,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",CC[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C
1037,['481-21-0'],"(5R,8R,9S,10S,13R,14S,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthrene",C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CCCC4)C)C
1038,['481-25-4'],"(3S,4S,5S,9R,10S,13R,14R,17R)-4,10,13-trimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,5,6,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",C[C@@H]1[C@H](CC[C@]2([C@H]1CC=C3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4[C@H](C)CCCC(C)C)C)C)O
1039,['481-26-5'],"(5S,8S,9S,10S,13R,14S,17S)-17-ethyl-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthrene",CC[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CCCC4)C)C
1040,['481-29-8'],"(3S,5S,8R,9S,10S,13S,14S)-3-hydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,14,15,16-tetradecahydrocyclopenta[a]phenanthren-17-one",C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O
1041,['481-30-1'],"(8R,9S,10R,13S,14S,17R)-17-hydroxy-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=CC(=O)CC[C@]34C
1042,['481-34-5'],"(1R,4S,4aR,8aR)-1,6-dimethyl-4-propan-2-yl-3,4,4a,7,8,8a-hexahydro-2H-naphthalen-1-ol",CC1=C[C@H]2[C@@H](CC[C@@]([C@@H]2CC1)(C)O)C(C)C
1043,['481-37-8'],"(1R,2R,3S,5S)-3-hydroxy-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid",CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)O)C(=O)O
1044,['482-54-2'],2-[[2-[bis(carboxymethyl)amino]cyclohexyl]-(carboxymethyl)amino]acetic acid,C1CCC(C(C1)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O
1045,['483-76-1'],"(1S,8aR)-4,7-dimethyl-1-propan-2-yl-1,2,3,5,6,8a-hexahydronaphthalene",CC1=C[C@H]2[C@@H](CCC(=C2CC1)C)C(C)C
1046,['484-89-9'],"3-hydroxy-2-methoxy-5-methylcyclohexa-2,5-diene-1,4-dione",CC1=CC(=O)C(=C(C1=O)O)OC
1047,['484-93-5'],"(1R,5S)-8-methyl-8-azabicyclo[3.2.1]oct-2-ene-2-carboxylic acid",CN1[C@H]2CC[C@@H]1C(=CC2)C(=O)O
1048,['486-87-3'],"7,15-diazatetracyclo[7.7.1.02,7.010,15]heptadecan-6-one",C1CCN2CC3CC(C2C1)CN4C3CCCC4=O
1049,['487-79-6'],"(2S,3S,4S)-3-(carboxymethyl)-4-prop-1-en-2-ylpyrrolidine-2-carboxylic acid",CC(=C)[C@H]1CN[C@@H]([C@H]1CC(=O)O)C(=O)O
1050,['488-11-9'],"(Z)-2,3-dibromo-4-oxobut-2-enoic acid",C(=O)/C(=C(\C(=O)O)/Br)/Br
1051,['488-43-7'],"(2R,3R,4R,5S)-6-aminohexane-1,2,3,4,5-pentol",C([C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)N
1052,['488-45-9'],"(2S,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",C([C@@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O
1053,['488-48-2'],"2,3,5,6-tetrabromocyclohexa-2,5-diene-1,4-dione",C1(=C(C(=O)C(=C(C1=O)Br)Br)Br)Br
1054,['488-73-3'],"(1R,2S,4S,5R)-cyclohexane-1,2,3,4,5-pentol",C1[C@H]([C@@H](C([C@H]([C@@H]1O)O)O)O)O
1055,['488-81-3'],"(2S,4R)-pentane-1,2,3,4,5-pentol",C([C@H](C([C@H](CO)O)O)O)O
1056,['488-82-4'],"(2R,4R)-pentane-1,2,3,4,5-pentol",C([C@H](C([C@@H](CO)O)O)O)O
1057,['488-84-6'],"(3R,4R)-1,3,4,5-tetrahydroxypentan-2-one",C([C@H]([C@H](C(=O)CO)O)O)O
1058,['489-39-4'],"(1aR,4aR,7R,7aR,7bS)-1,1,7-trimethyl-4-methylidene-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulene",C[C@@H]1CC[C@@H]2[C@@H]1[C@H]3[C@H](C3(C)C)CCC2=C
1059,['489-40-7'],"(1aR,4R,7bS)-1,1,4,7-tetramethyl-1a,2,3,4,4a,5,6,7b-octahydrocyclopropa[e]azulene",C[C@@H]1CC[C@@H]2[C@@H](C2(C)C)C3=C(CCC13)C
1060,['489-72-5'],"(1S,2S,9R,10R)-7,15-diazatetracyclo[7.7.1.02,7.010,15]heptadecan-8-one",C1CCN2C[C@@H]3C[C@H]([C@H]2C1)C(=O)N4[C@H]3CCCC4
1061,['489-86-1'],"2-[(3S,5R,8S)-3,8-dimethyl-1,2,3,4,5,6,7,8-octahydroazulen-5-yl]propan-2-ol",C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)O
1062,['490-99-3'],None,None
1063,['491-04-3'],3-methyl-6-propan-2-ylcyclohex-2-en-1-ol,CC1=CC(C(CC1)C(C)C)O
1064,['491-09-8'],3-methyl-6-propan-2-ylidenecyclohex-2-en-1-one,CC1=CC(=O)C(=C(C)C)CC1
1065,['491-14-5'],"5-[3,5-di(butan-2-yl)cyclopenten-1-yl]-2,3,5-trihydroxypentanoic acid",CCC(C)C1CC(C(=C1)C(CC(C(C(=O)O)O)O)O)C(C)CC
1066,['491-25-8'],9-methyl-9-azabicyclo[3.3.1]nonane,CN1C2CCCC1CCC2
1067,['492-08-0'],"(1R,2S,9R,10R)-7,15-diazatetracyclo[7.7.1.02,7.010,15]heptadecane",C1CCN2C[C@H]3C[C@@H]([C@H]2C1)CN4[C@H]3CCCC4
1068,['492-61-5'],"(2R,3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O
1069,['492-62-6'],"(2S,3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O
1070,['492-99-9'],(NE)-N-[(2E)-2-hydroxyiminocyclohexylidene]hydroxylamine,C1C/C(=N\O)/C(=N/O)/CC1
1071,['493-03-8'],"1,2,3,4,5,6,7,8-octahydronaphthalene",C1CCC2=C(C1)CCCC2
1072,['493-04-9'],"1,4,5,8-tetrahydronaphthalene",C1C=CCC2=C1CC=CC2
1073,['493-74-3'],"4-(3,5-dimethoxy-4-oxocyclohexa-2,5-dien-1-ylidene)-2,6-dimethoxycyclohexa-2,5-dien-1-one",COC1=CC(=C2C=C(C(=O)C(=C2)OC)OC)C=C(C1=O)OC
1074,['494-15-5'],"1-[5-[(2R)-piperidin-2-yl]-3,4-dihydro-2H-pyridin-1-yl]ethanone",CC(=O)N1CCCC(=C1)[C@H]2CCCCN2
1075,['494-72-4'],"4-(4-oxocyclohexa-2,5-dien-1-ylidene)cyclohexa-2,5-dien-1-one",C1=CC(=O)C=CC1=C2C=CC(=O)C=C2
1076,['495-60-3'],"(5R)-2-methyl-5-[(2S)-6-methylhept-5-en-2-yl]cyclohexa-1,3-diene",CC1=CC[C@@H](C=C1)[C@@H](C)CCC=C(C)C
1077,['495-61-4'],"(4S)-1-methyl-4-(6-methylhepta-1,5-dien-2-yl)cyclohexene",CC1=CC[C@H](CC1)C(=C)CCC=C(C)C
1078,['495-83-0'],"[(1R,5S)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] (E)-2-methylbut-2-enoate",C/C=C(\C)/C(=O)OC1C[C@H]2CC[C@@H](C1)N2C
1079,['496-46-8'],"1,3,3a,4,6,6a-hexahydroimidazo[4,5-d]imidazole-2,5-dione",C12C(NC(=O)N1)NC(=O)N2
1080,['496-67-3'],2-bromo-N-carbamoyl-3-methylbutanamide,CC(C)C(C(=O)NC(=O)N)Br
1081,['497-04-1'],"2-chloropropane-1,3-diol",C(C(CO)Cl)O
1082,['497-09-6'],"(2S)-2,3-dihydroxypropanal",C([C@@H](C=O)O)O
1083,['497-15-4'],2-hydroxypropanedial,C(=O)C(C=O)O
1084,['497-18-7'],"1,3-diaminourea",C(=O)(NN)NN
1085,['497-20-1'],fulvene,C=C1C=CC=C1
1086,['497-25-6'],"1,3-oxazolidin-2-one",C1COC(=O)N1
1087,['497-35-8'],2-methylidenebicyclo[2.2.1]heptane,C=C1CC2CCC1C2
1088,['498-07-7'],"(1R,2S,3S,4R,5R)-6,8-dioxabicyclo[3.2.1]octane-2,3,4-triol",C1[C@@H]2[C@H]([C@@H]([C@H]([C@H](O1)O2)O)O)O
1089,['498-16-8'],(2R)-5-methyl-2-prop-1-en-2-ylhex-4-en-1-ol,CC(=CC[C@@H](CO)C(=C)C)C
1090,['498-24-8'],(E)-2-methylbut-2-enedioic acid,C/C(=C\C(=O)O)/C(=O)O
1091,['498-36-2'],2-hydroxy-4-methylpentanoic acid,CC(C)CC(C(=O)O)O
1092,['498-59-9'],(2R)-2-amino-3-[[(2R)-2-amino-2-carboxyethyl]sulfanylmethylsulfanyl]propanoic acid,C([C@@H](C(=O)O)N)SCSC[C@@H](C(=O)O)N
