,SMILES,A_Pred,B_Pred,C_Pred,A_test,B_test,C_test,A,B,C,Tmin,Tmax,T
188,CCN(CC)C(=O)N(CC)CC,6.8921770236534075,123.62086394455741,-239.4582911618821,23.862605818835235,4905.310178355639,-60.150042076122176,23.86261035,4905.312153,-60.15,245,360,"[245.0, 257.77777, 270.55554, 283.33334, 296.1111, 308.8889, 321.66666, 334.44446, 347.22223, 360.0]"
189,C/C=C\C#N,13.84555888770172,622.3628241877335,-178.27194041119333,21.51503515771014,3436.846610870964,-37.30195886948044,21.51503275,3436.845418,-37.302,244,381,"[244.0, 259.22223, 274.44446, 289.66666, 304.8889, 320.1111, 335.33334, 350.55554, 365.77777, 381.0]"
190,C[C@@H]1CCC[C@@H]1C,16.656813888803214,1130.8421839818602,-148.8409906664898,20.668323445767506,2923.521884307688,-52.8700529866272,20.66832616,2923.523215,-52.87,276,398,"[276.0, 289.55554, 303.1111, 316.66666, 330.22223, 343.77777, 357.33334, 370.8889, 384.44446, 398.0]"
191,CCC1=CCCCC1,13.697674845405011,379.78906466917573,-251.365830955427,20.749235459358303,3179.7160671647594,-65.37208516751518,20.749239,3179.718043,-65.372,332,411,"[332.0, 340.77777, 349.55554, 358.33334, 367.1111, 375.8889, 384.66666, 393.44446, 402.22223, 411.0]"
192,C1CC[C@H]([C@@H](C1)O)O,3.746656770754805,6.219329289493329,-289.5366063405168,19.956592415438102,5110.968141595018,0.0002515717356617257,19.95657408,5110.95833,0.0,289,320,"[289.0, 292.44446, 295.8889, 299.33334, 302.77777, 306.22223, 309.66666, 313.1111, 316.55554, 320.0]"
193,C/C=C\C=C,12.601148731307154,106.8223242165299,-225.13773542461936,20.860266786107328,2565.1478696012828,-42.390027853660115,20.86026965,2565.148871,-42.39,252,325,"[252.0, 260.1111, 268.22223, 276.33334, 284.44446, 292.55554, 300.66666, 308.77777, 316.8889, 325.0]"
194,CCCCC(=C)CC,18.749708565652394,2003.570578499566,-115.08255320518863,20.76459544969926,3094.903844404395,-58.15002262277278,20.76459724,3094.904623,-58.15,293,420,"[293.0, 307.1111, 321.22223, 335.33334, 349.44446, 363.55554, 377.66666, 391.77777, 405.8889, 420.0]"
195,CC1=CC(=C2CCCC2=C1)C,14.505640106251338,1157.4916747126472,-194.63267780534696,21.660904991644994,4389.095217064059,-64.05394135865122,21.66090151,4389.093298,-64.054,313,423,"[313.0, 325.22223, 337.44446, 349.66666, 361.8889, 374.1111, 386.33334, 398.55554, 410.77777, 423.0]"
196,CCCCCCCCCCC(=O)OC,18.094513842767356,2279.7569544402363,-178.80908016933117,21.443837059116294,4212.7799421222,-98.31999158657534,21.44383682,4212.779753,-98.32,352,472,"[352.0, 365.33334, 378.66666, 392.0, 405.33334, 418.66666, 432.0, 445.33334, 458.66666, 472.0]"
197,C[C@@H]1CC[C@H](C1)C,16.967561195251108,1230.3936548989318,-142.10736737583215,20.614563073037953,2837.154395329543,-51.729950899264125,20.61456079,2837.153248,-51.73,270,389,"[270.0, 283.22223, 296.44446, 309.66666, 322.8889, 336.1111, 349.33334, 362.55554, 375.77777, 389.0]"
198,C=CCOC=O,12.656297945839468,0.4262839906760149,-377.38064741153653,22.91647770695905,4219.555815929932,17.081973938247035,22.91647814,4219.55626,17.082,373,433,"[373.0, 379.66666, 386.33334, 393.0, 399.66666, 406.33334, 413.0, 419.66666, 426.33334, 433.0]"
199,CC1=CC(=C(C(=C1)C(C)(C)C)O)C,15.827515480877661,1121.197977979544,-265.55378584865696,21.350445725302464,4314.474356542705,-83.3919768387953,21.35044396,4314.473423,-83.392,388,522,"[388.0, 402.8889, 417.77777, 432.66666, 447.55554, 462.44446, 477.33334, 492.22223, 507.1111, 522.0]"
200,CCOC1=C(C=C(C=C1)C=O)OCC,6.993961823461498,-2.794280010252443,-409.17963534611005,24.41245447674202,6757.044332794333,-43.15010619489537,24.41246767,6757.051085,-43.15,390,418,"[390.0, 393.1111, 396.22223, 399.33334, 402.44446, 405.55554, 408.66666, 411.77777, 414.8889, 418.0]"
201,CCCCC1CCCC1,11.86677397369233,19.815686235453253,-376.270205846134,25.69999876656884,5312.742614281373,-54.68005514716734,25.70000418,5312.745375,-54.68,385,440,"[385.0, 391.1111, 397.22223, 403.33334, 409.44446, 415.55554, 421.66666, 427.77777, 433.8889, 440.0]"
202,CCCC1CCCC1,14.578764087327892,590.4736503518577,-218.56434551873585,20.789626557598627,3187.6759363579695,-59.99099116978479,20.78962634,3187.675777,-59.991,302,431,"[302.0, 316.33334, 330.66666, 345.0, 359.33334, 373.66666, 388.0, 402.33334, 416.66666, 431.0]"
203,CC(C)CCOC(=O)C(C)C,16.297466843196744,1316.6623882543709,-176.02588854833266,21.94292200750693,4134.107221143433,-45.51400521614879,21.94292213,4134.107328,-45.514,288,465,"[288.0, 307.66666, 327.33334, 347.0, 366.66666, 386.33334, 406.0, 425.66666, 445.33334, 465.0]"
204,CCC(C)CCCC(C)C,17.916210552560003,1780.4398561241358,-155.03604538168395,20.809426920980883,3339.967988591746,-73.7500219426396,20.80942857,3339.968755,-73.75,326,462,"[326.0, 341.1111, 356.22223, 371.33334, 386.44446, 401.55554, 416.66666, 431.77777, 446.8889, 462.0]"
205,CCC1=CCCC1,12.575969851663872,128.24940071653006,-277.60864474529,22.006641177715707,3761.9005097271915,-20.308859414193712,22.00663466,3761.89675,-20.309,321,379,"[321.0, 327.44446, 333.8889, 340.33334, 346.77777, 353.22223, 359.66666, 366.1111, 372.55554, 379.0]"
206,CCCCCCCCOC(=O)C(=C)C,15.578327279453962,1035.912163760734,-265.1199722856609,24.575971672382305,6690.258310236203,-3.5383113769855986e-05,24.57597424,6690.259999,0.0,385,512,"[385.0, 399.1111, 413.22223, 427.33334, 441.44446, 455.55554, 469.66666, 483.77777, 497.8889, 512.0]"
207,C[C@@H]1CCCC[C@@H]1C,16.43592642794877,1132.2106941687255,-168.49174209077674,20.64612908628268,3154.4723787477787,-57.010007130573435,20.64612924,3154.4725,-57.01,299,431,"[299.0, 313.66666, 328.33334, 343.0, 357.66666, 372.33334, 387.0, 401.66666, 416.33334, 431.0]"
208,CCCOC(=O)C(=C)C,14.942238500931635,648.3432442086188,-224.0370033699785,23.64455270583649,5008.121083070666,-3.352788404888883e-05,23.64455554,5008.122577,0.0,304,413,"[304.0, 316.1111, 328.22223, 340.33334, 352.44446, 364.55554, 376.66666, 388.77777, 400.8889, 413.0]"
209,CC1=C(C(=CC=C1)C(C)(C)C)O,17.49017603221527,1530.7400439026064,-233.14574188131274,21.75005780213948,4430.247582177261,-71.30899097771962,21.75005761,4430.247402,-71.309,375,504,"[375.0, 389.33334, 403.66666, 418.0, 432.33334, 446.66666, 461.0, 475.33334, 489.66666, 504.0]"
210,CCCCCCCCCC#C,9.197397786397692,36.31051915817626,-477.079584616405,20.556416117293566,3320.1409582584124,-100.61510680180542,20.55642052,3320.143497,-100.615,401,469,"[401.0, 408.55554, 416.1111, 423.66666, 431.22223, 438.77777, 446.33334, 453.8889, 461.44446, 469.0]"
211,CCCCCCC1CCOCO1,17.960918511406053,1969.7287402396223,-178.99207201493036,25.431822107445424,6845.585493797643,3.3373548268919645e-07,25.43182209,6845.585481,0.0,318,453,"[318.0, 333.0, 348.0, 363.0, 378.0, 393.0, 408.0, 423.0, 438.0, 453.0]"
212,CCCC(C)C(C)O,14.27526746829652,434.7952422723891,-272.02834342335655,24.989956008840156,5721.92395511028,-0.15000002935085655,24.98995601,5721.923956,-0.15,347,428,"[347.0, 356.0, 365.0, 374.0, 383.0, 392.0, 401.0, 410.0, 419.0, 428.0]"
213,CC(=C)C(=O)OCC(C)(C)C,8.092686400436328,12.234599868496524,-306.4367987007015,19.787090090647247,3398.5534984510164,-53.74424806597524,19.78710382,3398.560335,-53.744,313,338,"[313.0, 315.77777, 318.55554, 321.33334, 324.1111, 326.8889, 329.66666, 332.44446, 335.22223, 338.0]"
214,C[C@@H]1C[C@H]1C,11.284652921573334,-0.03750609067757371,-0.27699588773630907,11.513992425982543,-0.038269212663158914,-0.2890394042585801,20.39413432,2362.083892,-35.0,301,301,"[301.0, 301.0, 301.0, 301.0, 301.0, 301.0, 301.0, 301.0, 301.0, 301.0]"
215,CC1=CC(=C(C=C1)O)C(C)(C)C,17.728437555215503,1789.0646730915196,-220.73819653674778,21.6117432214658,4180.040242714411,-95.056977311946,21.61174132,4180.039295,-95.057,385,510,"[385.0, 398.8889, 412.77777, 426.66666, 440.55554, 454.44446, 468.33334, 482.22223, 496.1111, 510.0]"
216,CCCCCCCCNC,15.06078010948992,743.7885706427313,-264.5346607595573,21.676883032341415,3958.8353851790043,-69.14997726338619,21.67688145,3958.83455,-69.15,365,508,"[365.0, 380.8889, 396.77777, 412.66666, 428.55554, 444.44446, 460.33334, 476.22223, 492.1111, 508.0]"
217,CCCCCCCOC(=O)C=C,15.9597095357285,1063.2001147490168,-247.70715965695763,24.323246673125457,6151.027572391712,8.886868683073541e-05,24.3232425,6151.024504,0.0,359,480,"[359.0, 372.44446, 385.8889, 399.33334, 412.77777, 426.22223, 439.66666, 453.1111, 466.55554, 480.0]"
218,C[C@@H]1CC[C@@H](C1)C,16.924818720356413,1240.914164326411,-141.01722078459773,20.73259148121788,2900.842874882422,-49.61999284852234,20.73259131,2900.842752,-49.62,270,390,"[270.0, 283.33334, 296.66666, 310.0, 323.33334, 336.66666, 350.0, 363.33334, 376.66666, 390.0]"
219,CC[C@H]1C[C@@H](C[C@H]1C)C,11.581574864475895,-0.02771310305397194,-0.2107080464858922,11.522440438039524,-0.02757225656234468,-0.20842953494010052,20.03235215,3003.975538,-65.0,418,418,"[418.0, 418.0, 418.0, 418.0, 418.0, 418.0, 418.0, 418.0, 418.0, 418.0]"
220,CC(C)OC1=CC=CC=C1,15.193862593261882,891.8807107831851,-227.98775831901966,19.785469240688624,2785.646892019355,-113.38699028653915,19.78546898,2785.646722,-113.387,345,447,"[345.0, 356.33334, 367.66666, 379.0, 390.33334, 401.66666, 413.0, 424.33334, 435.66666, 447.0]"
221,C/C=C(/C)\C=C,11.691012210374998,-0.03341431758691656,-0.25675276018344256,11.52158113694903,-0.032929540617026236,-0.24890132610767812,20.24847279,2574.405263,-55.0,350,350,"[350.0, 350.0, 350.0, 350.0, 350.0, 350.0, 350.0, 350.0, 350.0, 350.0]"
222,COCCC=O,12.537316901848152,85.56869419853567,-301.76953782537737,20.32350992018825,2592.140100899681,-99.47708978325865,20.32351404,2592.142076,-99.477,333,394,"[333.0, 339.77777, 346.55554, 353.33334, 360.1111, 366.8889, 373.66666, 380.44446, 387.22223, 394.0]"
223,CCCCCOC(=O)C(=C)C,15.185476075154552,861.3458218031458,-232.51005028098277,24.10500350072163,5731.581006518407,2.9911869305139814e-07,24.10500349,5731.580998,0.0,339,456,"[339.0, 352.0, 365.0, 378.0, 391.0, 404.0, 417.0, 430.0, 443.0, 456.0]"
224,CCOC(=O)C(C)OC(=O)C,16.68864679029559,1529.745666452913,-185.5370607277772,22.118630469335308,3981.5648282001293,-78.058018484784,22.1186324,3981.56567,-78.058,309,454,"[309.0, 325.1111, 341.22223, 357.33334, 373.44446, 389.55554, 405.66666, 421.77777, 437.8889, 454.0]"
225,CCCCCOC(=O)C=C,14.110245317122228,556.5832883073028,-248.51355786796861,23.804581614507306,5402.536765354911,-8.020117366557767e-05,23.80458521,5402.539286,0.0,325,440,"[325.0, 337.77777, 350.55554, 363.33334, 376.1111, 388.8889, 401.66666, 414.44446, 427.22223, 440.0]"
226,CC(C)C(C)(C(C)C)O,17.592384690104286,1473.7431910779428,-178.12186605600164,23.58146089524488,5183.116472798937,-0.15008079884385017,23.58146471,5183.119044,-0.15,324,446,"[324.0, 337.55554, 351.1111, 364.66666, 378.22223, 391.77777, 405.33334, 418.8889, 432.44446, 446.0]"
227,C1=CC=C(C=C1)CN=C=O,7.664109588583986,-13.173209286023276,-356.83656066992427,21.411968426110274,5085.475078761475,-2.2755256286811145e-05,21.41196904,5085.475621,0.0,333,393,"[333.0, 339.66666, 346.33334, 353.0, 359.66666, 366.33334, 373.0, 379.66666, 386.33334, 393.0]"
228,CCCC(C)C=C,18.66235793509778,1832.5801986059375,-101.24942837971993,20.77884788660244,2811.9157686904514,-53.150048034628476,20.77885024,2811.916916,-53.15,266,381,"[266.0, 278.77777, 291.55554, 304.33334, 317.1111, 329.8889, 342.66666, 355.44446, 368.22223, 381.0]"
229,CCC(=C)C=C,11.64666085168096,-0.03347875319015208,-0.25614617570831927,11.519566993132976,-0.03311299467215237,-0.25023992811831763,24.12344719,3692.908998,-55.0,348,348,"[348.0, 348.0, 348.0, 348.0, 348.0, 348.0, 348.0, 348.0, 348.0, 348.0]"
230,CCC(C)/C=C/C,18.348456721782462,1752.367351450904,-108.21594096994139,20.762319592405163,2840.6999846599806,-53.14997854905141,20.76231768,2840.699229,-53.15,269,385,"[269.0, 281.8889, 294.77777, 307.66666, 320.55554, 333.44446, 346.33334, 359.22223, 372.1111, 385.0]"
231,C=CCCCCC=C,15.396816831245616,756.6719911234002,-203.65336868972682,20.326599675415512,2782.9205907502806,-74.56199185924488,20.3265995,2782.920461,-74.562,309,420,"[309.0, 321.33334, 333.66666, 346.0, 358.33334, 370.66666, 383.0, 395.33334, 407.66666, 420.0]"
232,CC(=C)CC(=O)C,15.111857823698548,601.2145667097597,-216.95728969601126,21.10721826652721,3183.5385118350373,-62.35906894725632,21.1072219,3183.540334,-62.359,305,400,"[305.0, 315.55554, 326.1111, 336.66666, 347.22223, 357.77777, 368.33334, 378.8889, 389.44446, 400.0]"
233,C=COCCCCOC=C,13.189850421977123,347.48136947699606,-271.07944768055285,23.612644466576253,4909.872671353942,-33.95196962022013,23.61264172,4909.871271,-33.952,333,440,"[333.0, 344.8889, 356.77777, 368.66666, 380.55554, 392.44446, 404.33334, 416.22223, 428.1111, 440.0]"
234,CC(C)CC(C(C)(C)C)O,15.455105878725087,821.6764301614745,-239.00336043513562,25.62523962282117,6108.758612409335,-0.1499866722782184,25.62523924,6108.758252,-0.15,331,433,"[331.0, 342.33334, 353.66666, 365.0, 376.33334, 387.66666, 399.0, 410.33334, 421.66666, 433.0]"
235,CCCCC(C)CC(C)C,19.009509717622887,2317.3622016208715,-122.4508175671198,20.83001525730171,3315.2627222527067,-72.74998126032526,20.83001368,3315.262017,-72.75,323,457,"[323.0, 337.8889, 352.77777, 367.66666, 382.55554, 397.44446, 412.33334, 427.22223, 442.1111, 457.0]"
236,CC(C)CC1=CC=CC=C1O,16.91452931036301,1325.7563327210548,-240.22851003375942,24.546271092476964,6375.47610068738,-20.831992091648175,24.54627089,6375.475893,-20.832,345,510,"[345.0, 363.33334, 381.66666, 400.0, 418.33334, 436.66666, 455.0, 473.33334, 491.66666, 510.0]"
237,CCCOC(=O)[C@H]([C@@H](C(=O)OCCC)O)O,15.781645562436578,1121.6024671217717,-290.2583065310234,23.784739472898657,6532.785985025852,-42.891934707089305,23.78473692,6532.783902,-42.892,389,576,"[389.0, 409.77777, 430.55554, 451.33334, 472.1111, 492.8889, 513.6667, 534.44446, 555.2222, 576.0]"
238,CCCC(C(C)(C)C)O,17.871478728606366,1694.7140406044066,-167.08490911029287,23.491430889303473,5132.460646318887,-0.15003521322544777,23.49143364,5132.462172,-0.15,323,432,"[323.0, 335.1111, 347.22223, 359.33334, 371.44446, 383.55554, 395.66666, 407.77777, 419.8889, 432.0]"
239,CCC(C)(CC(C)C)O,20.724811575002487,2900.3835641586033,-111.23615492761786,24.075825031184642,5335.086563468779,-0.15009276630782906,24.07582973,5335.08966,-0.15,324,428,"[324.0, 335.55554, 347.1111, 358.66666, 370.22223, 381.77777, 393.33334, 404.8889, 416.44446, 428.0]"
240,CCC(=O)OO,14.390534227552731,565.3160185974396,-214.20606052615824,24.747954611800306,5194.632212761446,9.250594178082239e-06,24.74795432,5194.63197,0.0,273,393,"[273.0, 286.33334, 299.66666, 313.0, 326.33334, 339.66666, 353.0, 366.33334, 379.66666, 393.0]"
241,CCCCCCC1=CCCC1,10.496336472760424,-13.637557628104949,-434.31989608965176,20.66673705492737,3499.2590118102476,-92.70601664283265,20.66673737,3499.259289,-92.706,407,476,"[407.0, 414.66666, 422.33334, 430.0, 437.66666, 445.33334, 453.0, 460.66666, 468.33334, 476.0]"
242,COC(=O)[C@H]([C@@H](C(=O)OC)O)O,20.439847770117236,3099.449320270335,-183.50704844523352,24.24795007778197,6603.212342476922,-34.092954613857145,24.24794797,6603.210769,-34.093,375,553,"[375.0, 394.77777, 414.55554, 434.33334, 454.1111, 473.8889, 493.66666, 513.44446, 533.2222, 553.0]"
243,CCCCCC1CO1,13.529392245966015,502.66604058700455,-214.45719161545134,20.46436331234696,3004.3417252260288,-81.8629966249811,20.46436317,3004.341649,-81.863,305,413,"[305.0, 317.0, 329.0, 341.0, 353.0, 365.0, 377.0, 389.0, 401.0, 413.0]"
244,CCCCC(C)(CC)O,12.810158835851327,234.29625437473186,-300.17397548143373,20.04538718096456,2570.146585591071,-132.2499519625231,20.04538479,2570.145481,-132.25,339,440,"[339.0, 350.22223, 361.44446, 372.66666, 383.8889, 395.1111, 406.33334, 417.55554, 428.77777, 440.0]"
245,CCCCCCCC1CCCC1,18.248699748136147,2210.964842111248,-169.49075190715638,20.951680087130065,3850.381192373346,-88.75007756076435,20.95168228,3850.382793,-88.75,377,529,"[377.0, 393.8889, 410.77777, 427.66666, 444.55554, 461.44446, 478.33334, 495.22223, 512.1111, 529.0]"
246,CC(C)(C)C(C)(C(C)(C)C)O,17.87311218314134,2098.8348242831207,-145.21772089011338,18.37647241191131,2202.423106136207,-146.2499859067395,18.37647111,2202.422641,-146.25,343,468,"[343.0, 356.8889, 370.77777, 384.66666, 398.55554, 412.44446, 426.33334, 440.22223, 454.1111, 468.0]"
247,CCCCCC(CC)CCC,11.457704009395183,-0.02507626627972957,-0.1883730205589947,11.522546995895599,-0.025217993227990346,-0.1906407807321873,20.29539947,3306.028651,-80.15,457,457,"[457.0, 457.0, 457.0, 457.0, 457.0, 457.0, 457.0, 457.0, 457.0, 457.0]"
248,CCCCCC(CCC)O,12.42954109967509,105.98679986764002,-364.5828926645437,21.060295206474326,3430.978423242483,-108.42900031823227,21.06029522,3430.978431,-108.429,405,468,"[405.0, 412.0, 419.0, 426.0, 433.0, 440.0, 447.0, 454.0, 461.0, 468.0]"
249,CC(C)(C)OC(C)(C)C,13.715702626168628,358.7514441126134,-240.40856160211223,20.617001771580842,2927.6910632944496,-58.27299038321792,20.61700153,2927.690894,-58.273,289,382,"[289.0, 299.33334, 309.66666, 320.0, 330.33334, 340.66666, 351.0, 361.33334, 371.66666, 382.0]"
250,CCCCCCCCCCC(=O)C,15.978522695879796,1222.0154891060329,-255.34577258472603,21.929821401808265,4393.102770944272,-97.64997427876365,21.92982043,4393.102099,-97.65,399,549,"[399.0, 415.66666, 432.33334, 449.0, 465.66666, 482.33334, 499.0, 515.6667, 532.3333, 549.0]"
251,CCCCCC(=O)N(CC)CC,17.795340696095476,2423.758339440938,-147.8680125643465,20.109122978347283,4920.607660845723,-9.033943561776944,20.10912034,4920.605923,-9.034,298,444,"[298.0, 314.22223, 330.44446, 346.66666, 362.8889, 379.1111, 395.33334, 411.55554, 427.77777, 444.0]"
252,CCCCCOC(=O)C(C)O,13.961315627317724,662.1467324203247,-254.6999738349824,21.27542406667562,3703.044254506001,-99.11401664950573,21.27542574,3703.044978,-99.114,325,479,"[325.0, 342.1111, 359.22223, 376.33334, 393.44446, 410.55554, 427.66666, 444.77777, 461.8889, 479.0]"
253,CCCCC(C)(C)CCCC,11.568128644166674,-0.025711789625475167,-0.1952375711401439,11.522563164006016,-0.025610444580249726,-0.1936079057494891,20.00617176,3113.463459,-83.0,450,450,"[450.0, 450.0, 450.0, 450.0, 450.0, 450.0, 450.0, 450.0, 450.0, 450.0]"
254,CC(=C)C1C=CCCC1(C)C=C,7.054269744881272,101.11832939651026,-442.84282818441955,19.000936925152377,2745.40898243789,-115.43890530011431,19.00093219,2745.406745,-115.439,348,404,"[348.0, 354.22223, 360.44446, 366.66666, 372.8889, 379.1111, 385.33334, 391.55554, 397.77777, 404.0]"
255,CC(C)CCC(=C)C,17.204970691752813,1283.9611540662638,-156.17845999615145,20.804083840231282,3030.2006125611447,-58.150053887927676,20.80408657,3030.201982,-58.15,288,410,"[288.0, 301.55554, 315.1111, 328.66666, 342.22223, 355.77777, 369.33334, 382.8889, 396.44446, 410.0]"
256,CCCCCC#CCCCCC,11.94422244098558,37.40844136390511,-421.84220275650324,20.917863639418297,3690.373289817313,-97.6788298830667,20.9178573,3690.369247,-97.679,441,490,"[441.0, 446.44446, 451.8889, 457.33334, 462.77777, 468.22223, 473.66666, 479.1111, 484.55554, 490.0]"
257,CC(C)(C)CCC=C,16.835638593934227,1115.7860459029453,-159.16390060960032,20.842288802883164,2957.9020078218937,-58.14994994703534,20.84228646,2957.90081,-58.15,281,400,"[281.0, 294.22223, 307.44446, 320.66666, 333.8889, 347.1111, 360.33334, 373.55554, 386.77777, 400.0]"
258,CCCCCCC/C=C/CCC,11.102594749116568,-3.916018923085524,-451.18952729700527,20.95037611005512,3728.667591707878,-90.71583006361074,20.9503698,3728.663539,-90.716,437,486,"[437.0, 442.44446, 447.8889, 453.33334, 458.77777, 464.22223, 469.66666, 475.1111, 480.55554, 486.0]"
259,CCCCC/C=C/CCCCC,11.06597756941813,-4.85487497211686,-457.3364609406194,20.482156382741866,3391.190838640058,-107.72915461488026,20.48216215,3391.194366,-107.729,437,487,"[437.0, 442.55554, 448.1111, 453.66666, 459.22223, 464.77777, 470.33334, 475.8889, 481.44446, 487.0]"
260,CCCCCCC/C=C\CCC,11.008988889037536,-5.743794985322156,-454.51686393043826,20.941475650025176,3734.7314788637495,-89.45816681145693,20.94148183,3734.735456,-89.458,436,486,"[436.0, 441.55554, 447.1111, 452.66666, 458.22223, 463.77777, 469.33334, 474.8889, 480.44446, 486.0]"
261,C/C=C/CC=C,16.599713668214488,1574.6772722774238,-69.96393345361952,20.9056040644783,2780.4275282000835,-41.873057439527834,20.90560755,2780.429064,-41.873,203,304,"[203.0, 214.22223, 225.44444, 236.66667, 247.88889, 259.1111, 270.33334, 281.55554, 292.77777, 304.0]"
262,CCCCCCOCCC(=O)OC,16.517450786762158,1519.5379421805628,-218.5277256518196,24.84804801862777,6680.108228073576,1.1661832636800317e-05,24.84804769,6680.107901,0.0,343,463,"[343.0, 356.33334, 369.66666, 383.0, 396.33334, 409.66666, 423.0, 436.33334, 449.66666, 463.0]"
263,CCCCCOC(=O)CCOC,17.034438902467556,1772.9441536695679,-186.6622362556291,23.16334207309755,5258.759094026297,-35.716927239623935,23.16333829,5258.756662,-35.717,333,443,"[333.0, 345.22223, 357.44446, 369.66666, 381.8889, 394.1111, 406.33334, 418.55554, 430.77777, 443.0]"
264,CCC(=C(C)C)C,17.363027212550445,1279.958436338596,-146.0179035011348,20.719722606054482,2918.0674257416954,-53.14994696883693,20.71971986,2918.066088,-53.15,275,396,"[275.0, 288.44446, 301.8889, 315.33334, 328.77777, 342.22223, 355.66666, 369.1111, 382.55554, 396.0]"
265,CCN(CC)CCCC=C,15.625290727635656,891.3551209969602,-221.30442597159382,18.388400534900835,1992.5221725806268,-139.96095320243742,18.3883985,1992.521287,-139.961,338,430,"[338.0, 348.22223, 358.44446, 368.66666, 378.8889, 389.1111, 399.33334, 409.55554, 419.77777, 430.0]"
266,CC(C)(C)CC#C,19.034830013079,1815.6649746341072,-101.74583236186577,20.642672404935006,2708.2992367197885,-52.15005405423314,20.64267536,2708.300586,-52.15,260,373,"[260.0, 272.55554, 285.1111, 297.66666, 310.22223, 322.77777, 335.33334, 347.8889, 360.44446, 373.0]"
267,CCOC(=O)[C@H]([C@@H](C(=O)OCC)O)O,16.277806475676453,1461.6496099766557,-252.68445055475453,24.237979858122074,6597.1358040748955,-34.095955062062515,24.23797777,6597.134247,-34.096,375,553,"[375.0, 394.77777, 414.55554, 434.33334, 454.1111, 473.8889, 493.66666, 513.44446, 533.2222, 553.0]"
268,CC/C=C/C(=O)O,14.977734403674503,582.6766054156956,-301.0960279438058,22.559114488506516,4082.482269070936,-103.15002410412659,22.55911693,4082.48337,-103.15,376,476,"[376.0, 387.1111, 398.22223, 409.33334, 420.44446, 431.55554, 442.66666, 453.77777, 464.8889, 476.0]"
269,CCC(C)C=C(C)C,18.30948825645792,1863.5119824129836,-131.42560069866906,20.80855085816328,3022.371827359417,-58.150053676230286,20.80855359,3022.373193,-58.15,287,409,"[287.0, 300.55554, 314.1111, 327.66666, 341.22223, 354.77777, 368.33334, 381.8889, 395.44446, 409.0]"
270,COC(CCC#N)OC,12.187784094247913,451.606614814383,-257.65640004935807,20.642673191486466,3932.814167184215,-3.4367412842662025e-05,20.64267536,3932.815339,0.0,313,422,"[313.0, 325.1111, 337.22223, 349.33334, 361.44446, 373.55554, 385.66666, 397.77777, 409.8889, 422.0]"
271,CCCC/C=C\CC,16.80508685447191,1283.274287897259,-156.69542849898312,20.75481338880906,3118.3921539784556,-58.14995101013453,20.75481125,3118.390991,-58.15,295,423,"[295.0, 309.22223, 323.44446, 337.66666, 351.8889, 366.1111, 380.33334, 394.55554, 408.77777, 423.0]"
272,CCC/C=C/CCC,11.306265023516797,-1.0760368539836023,-361.55778361095713,20.943870095231834,3168.629691085274,-58.96016719595943,20.94387651,3168.633398,-58.96,353,396,"[353.0, 357.77777, 362.55554, 367.33334, 372.1111, 376.8889, 381.66666, 386.44446, 391.22223, 396.0]"
273,CCCCCC1=CC=C(C=C1)O,15.253659452106277,794.8379000134917,-311.1097306327901,23.057186173821577,5292.547285770528,-66.80907039792736,23.05718911,5292.549401,-66.809,401,525,"[401.0, 414.77777, 428.55554, 442.33334, 456.1111, 469.8889, 483.66666, 497.44446, 511.22223, 525.0]"
274,C[C@@H]1CC[C@@H]1C,11.518690123109863,-0.03379106020224142,-0.2553382686950641,11.52157270574143,-0.03379904586593795,-0.25547329669165414,20.32316865,2631.647529,-42.0,341,341,"[341.0, 341.0, 341.0, 341.0, 341.0, 341.0, 341.0, 341.0, 341.0, 341.0]"
275,CCCCC(CC)CCC,16.79120032756969,1388.1210585730291,-179.07692712055535,20.801832030239325,3377.156667840956,-72.70995131354583,20.80183004,3377.155504,-72.71,328,465,"[328.0, 343.22223, 358.44446, 373.66666, 388.8889, 404.1111, 419.33334, 434.55554, 449.77777, 465.0]"
276,CCCC(C)CCC(C)C,18.34184695224978,1934.971599072182,-146.85878488886917,20.78665597826763,3321.478981031508,-72.95000086786995,20.786656,3321.478997,-72.95,325,460,"[325.0, 340.0, 355.0, 370.0, 385.0, 400.0, 415.0, 430.0, 445.0, 460.0]"
277,CCCC(C)CC(C)CC,18.060361870134802,1848.2506002041287,-151.4006503625275,20.7750263440904,3335.98454315979,-71.85002067863863,20.77502795,3335.985283,-71.85,325,461,"[325.0, 340.1111, 355.22223, 370.33334, 385.44446, 400.55554, 415.66666, 430.77777, 445.8889, 461.0]"
278,CCC(C)CCC(C)CC,17.942461149263142,1810.4255874478908,-153.34618518181088,20.810163696909623,3354.635418018028,-72.65002360059194,20.8101654,3354.636222,-72.65,326,462,"[326.0, 341.1111, 356.22223, 371.33334, 386.44446, 401.55554, 416.66666, 431.77777, 446.8889, 462.0]"
279,CC(CC(C)(C)C)CO,19.220365490729744,2063.747387366626,-169.5330889699598,21.108077379064245,3231.380595850694,-108.31993520771489,21.10807386,3231.378842,-108.32,352,446,"[352.0, 362.44446, 372.8889, 383.33334, 393.77777, 404.22223, 414.66666, 425.1111, 435.55554, 446.0]"
